Dimension: 10

Sample seed: 6

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.04805310225856818,0.0,0.0,0.04805310225856818,72.81587481498718
SF-SFD average,0.06719078070454236,0.0,0.0,0.06719078070454236,
LHS,0.03984877698411893,0.37895768817045616,2.1243601050139196,10.855572875141496,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637203,6.190680481952726,
Random best,0.05269745191595021,0.44328767686117715,2.0882837837742336,14.02916706282392,
Random average,0.07035558845422132,0.41272090604596373,2.1817070626346706,18.918949501184727,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.02574185591988698,0.0,0.0,0.02574185591988698,161.06747460365295
SF-SFD average,0.03384456514883926,0.0,0.0,0.03384456514883926,
LHS,0.016845442976397784,0.27027743341242744,3.4933109622454515,6.7194440171145455,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760244,3.8654349180136167,
Random best,0.028808012494756063,0.44828984514273756,3.4305733898705486,10.788753454911681,
Random average,0.03574756752475612,0.3534261749076634,3.375867029399669,13.85958737443137,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.0177015029456431,0.0,0.0,0.0177015029456431,201.2135670185089
SF-SFD average,0.022321870495546584,0.0,0.0,0.022321870495546584,
LHS,0.012904891401446239,0.36504147301129175,4.271847673311803,6.098156783988394,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044495,2.7374715421183766,
Random best,0.01783799044512957,0.4055334868509764,4.2772518333380445,8.306988185203876,
Random average,0.023462058528578644,0.31842260970921465,4.302824270426868,11.270651165916293,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.013092690278061703,0.0,0.0,0.013092690278061703,309.893177986145
SF-SFD average,0.017219247960113742,0.0,0.0,0.017219247960113742,
LHS,0.00937644671452409,0.3526241093995622,5.035224930376327,5.136262541454655,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508439,2.0032983682068672,
Random best,0.013337985293563115,0.33674791631237805,4.930175664369154,7.351571924115847,
Random average,0.017948373235421342,0.30343402898409066,5.075590633841287,10.002820444189803,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.0106640614516742,0.0,0.0,0.0106640614516742,442.15423107147217
SF-SFD average,0.013738545901083107,0.0,0.0,0.013738545901083107,
LHS,0.007653591607708954,0.3043010249351138,5.717934373970188,4.766054367189127,
Sobol,0.00254276000924758,0.3443265761099846,6.3577632622380875,1.5566704365047768,
Random best,0.010113845793341625,0.3305252378997583,5.885531562330688,6.235516886022978,
Random average,0.014258286643928591,0.2871562698830889,5.754369652546687,8.930466815125358,
