Dimension: 25

Sample seed: 7

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5753072155910228,0.0,0.0,1.5753072155910228,219.4608359336853
SF-SFD average,1.6298278930022494,0.0,0.0,1.6298278930022494,
LHS,2.42824891098204,1.135059852743131,1.686307936242605,2330.4331140216273,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270887,4350.966687269746,
Random best,2.11201913494177,1.1428027730015262,1.4457206714955009,2024.8410612977127,
Random average,2.5690482685750933,1.135897621330268,1.5806876911782572,2465.9440589601036,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9536250260523804,0.0,0.0,0.9536250260523804,381.56027817726135
SF-SFD average,0.9966656840989383,0.0,0.0,0.9966656840989383,
LHS,1.1443295530693796,1.1141545243501834,2.752989928117131,1559.899867642487,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787617,2161.252495437795,
Random best,1.1435435616751377,1.1555271573748138,2.7876092652137823,1542.0793799544238,
Random average,1.2820406906383561,1.052154604888677,2.7922339562576464,1775.0970268494243,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6974886983074295,0.0,0.0,0.6974886983074295,615.172299861908
SF-SFD average,0.7279633529929171,0.0,0.0,0.7279633529929171,
LHS,0.7706551546947775,0.8871757259753369,3.7536504675692726,1360.566279862977,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355795,1487.1291649464479,
Random best,0.7847053118989944,1.1147207341401004,3.6134596736104108,1309.1520997062173,
Random average,0.8525536024644622,1.0109291103505653,3.7040272215723813,1459.8963375107735,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5383981482449425,0.0,0.0,0.5383981482449425,848.0860121250153
SF-SFD average,0.5578693239082086,0.0,0.0,0.5578693239082086,
LHS,0.5870075948367282,1.0123952977670791,4.342474655774928,1160.2124567225646,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712296,1168.8670489421609,
Random best,0.5730018612132692,1.0532641855984464,4.47084032519555,1120.632736555961,
Random average,0.6407373180499114,0.9730994044777713,4.49495772945572,1278.406148952352,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4382984878512337,0.0,0.0,0.4382984878512337,1123.7520923614502
SF-SFD average,0.45663397203920975,0.0,0.0,0.45663397203920975,
LHS,0.45023514672903886,1.0090947306217175,5.164630642816483,995.1873044145517,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403594,996.1446887829223,
Random best,0.470864084277161,1.0238861321362136,5.105801817922454,1037.0376392037333,
Random average,0.5133496708305697,0.9519463754389226,5.15794572347061,1150.9792201930575,
