Dimension: 5

Sample seed: 8

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.007556218904521739,0.0,0.0,0.007556218904521739,37.63843297958374
SF-SFD average,0.013927196023990602,0.0,0.0,0.013927196023990602,
LHS,0.004059931803890304,0.1324133824062498,2.6356630520172013,0.4045243176226195,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766012,0.16460393682354937,
Random best,0.008149458142405086,0.13095282527351745,2.5643750654458204,0.8137841318419657,
Random average,0.015643584234500137,0.1269204440344006,2.50767423808602,1.566617134645685,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.004064117275603962,0.0,0.0,0.004064117275603962,75.35275316238403
SF-SFD average,0.007087828358438353,0.0,0.0,0.007087828358438353,
LHS,0.002086712701257598,0.09101945860574548,3.721857954310389,0.2998486572134727,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.004474239074049979,0.13713922768245235,3.6120991115959575,0.6301300709503055,
Random average,0.007656457999910597,0.09418842702832926,3.7118162754308615,1.0988361234681863,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.0029356531956814536,0.0,0.0,0.0029356531956814536,108.5805811882019
SF-SFD average,0.0047613245865527455,0.0,0.0,0.0047613245865527455,
LHS,0.0012179627367179258,0.08531813189347179,4.646274225510668,0.21468715750897333,
Sobol,0.00028543108358913827,0.14101778911081794,4.9348706287218365,0.048836649547471155,
Random best,0.002756909890317738,0.08161365596015911,4.675830670766436,0.486614869347767,
Random average,0.004867966334767468,0.07736414015263074,4.630697049433324,0.8615158447984315,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.0019266908835580132,0.0,0.0,0.0019266908835580132,178.73644471168518
SF-SFD average,0.003517044185081675,0.0,0.0,0.003517044185081675,
LHS,0.0010476113767869943,0.09393389347293755,5.27042304694978,0.21258492065799633,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378698,0.03275554688059073,
Random best,0.0019518063533026098,0.06108947080658173,5.474028803305646,0.4012756852784948,
Random average,0.0038518658091003678,0.07319622456438186,5.397903791643647,0.7883966512708125,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.001859691717576606,0.0,0.0,0.001859691717576606,201.5882785320282
SF-SFD average,0.0028224849463904093,0.0,0.0,0.0028224849463904093,
LHS,0.0008325058684361952,0.09455013205592357,6.075210597165317,0.18849498135883108,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361541,0.02190379752110318,
Random best,0.001487000373909808,0.06108947080658173,6.115033137607617,0.34181666276960143,
Random average,0.0030585570694879305,0.06671483384043651,6.0742947203173046,0.7018183549331234,
