Dimension: 25

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.542272226212055,0.0,0.0,1.542272226212055,194.5484001636505
SF-SFD average,1.6084826892818829,0.0,0.0,1.6084826892818829,
LHS,2.300222445946769,1.2102138254248334,1.6073890210531985,2165.3256313738575,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270887,4350.966687269746,
Random best,2.198114246534349,1.1413060381856703,1.505682385841059,2107.6915702190017,
Random average,2.55762886183301,1.1215757735692942,1.581918187777456,2464.212821224439,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9782765548378745,0.0,0.0,0.9782765548378745,471.2096242904663
SF-SFD average,1.0198133295922,0.0,0.0,1.0198133295922,
LHS,1.1434754697778509,1.0304043759591246,2.924778029390459,1591.550684788988,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787617,2161.252495437795,
Random best,1.1814004115366217,1.1412574389545045,2.8411125365250736,1598.7990936297729,
Random average,1.2826746845534307,1.051585106449274,2.7768063429810486,1776.4332811446222,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.7009400986584744,0.0,0.0,0.7009400986584744,662.1557731628418
SF-SFD average,0.7332582841300066,0.0,0.0,0.7332582841300066,
LHS,0.7614241437214133,1.0488377881505042,3.5603387167472698,1292.011859631254,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355795,1487.1291649464479,
Random best,0.7852352828484204,1.0183118695365234,3.8557534784733654,1341.7858092375127,
Random average,0.8550627412980815,1.0202647209847209,3.7193962736973067,1460.7927534231653,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5302665987794617,0.0,0.0,0.5302665987794617,1018.5643792152405
SF-SFD average,0.5553519280824761,0.0,0.0,0.5553519280824761,
LHS,0.5708888867960429,0.8899487781752485,4.57679910232143,1162.4523617261386,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712296,1168.8670489421609,
Random best,0.5951124200883191,0.9862166058389228,4.431406768793941,1183.7410845152842,
Random average,0.6423568171369644,0.9773531230527517,4.473271176640297,1280.3244056531826,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4372010096880574,0.0,0.0,0.4372010096880574,1189.2733690738678
SF-SFD average,0.45562614924597217,0.0,0.0,0.45562614924597217,
LHS,0.45226334307170646,0.9896016905415853,5.175618491621607,1004.533199685971,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403594,996.1446887829223,
Random best,0.4716869375149484,0.9587335436294396,5.178931400173295,1055.7330931643266,
Random average,0.5138990588028313,0.9563791035608159,5.152112724364897,1150.9030228674885,
