Dimension: 30

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.6070711316811535,0.0,0.0,3.6070711316811535,812.7992174625397
SF-SFD average,3.715829683652068,0.0,0.0,3.715829683652068,
LHS,7.518267682522696,1.3624911026602664,1.4759854177967409,9235.041956289024,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.9530508824867905,1.3237672375303589,1.4695066411332385,8621.32396101146,
Random average,8.02292621828895,1.3357538314214918,1.4114582309972852,9919.348816719565,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.3200705768218466,0.0,0.0,2.3200705768218466,1515.5535681247711
SF-SFD average,2.38614306461772,0.0,0.0,2.38614306461772,
LHS,3.7917028419510608,1.2295530978463072,2.4953185275259555,6792.970291941081,
Sobol,8.050363747914568,1.2144229074119424,3.3235044018630258,14445.464516061958,
Random best,3.559654959569304,1.2650870182655922,2.5707868967287415,6322.767820690792,
Random average,3.983729120048763,1.2521750350864533,2.622559486590551,7096.894911125775,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.88445454737918,0.0,0.0,1.88445454737918,2658.5534267425537
SF-SFD average,1.9305097862088554,0.0,0.0,1.9305097862088554,
LHS,2.4401162777946865,1.0625613021559754,3.509215333324563,5559.645936455549,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.408992698269511,1.272159452030867,3.4265918119440433,5228.977394590178,
Random average,2.651665671146609,1.1948687803318137,3.550205831648682,5859.641194920938,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4931454260331645,0.0,0.0,1.4931454260331645,5337.489278793335
SF-SFD average,1.5407917935126962,0.0,0.0,1.5407917935126962,
LHS,1.8296650735341462,1.1753335733141752,4.35972402319848,4688.297445697104,
Sobol,2.767349165009117,1.1453342159861435,5.374929122730013,7128.279685265719,
Random best,1.8304164676119434,1.1761775789271822,4.368682059449516,4689.23208513988,
Random average,1.9995087671219762,1.1768920312538815,4.32737546917109,5121.287634110332,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2048676244742325,0.0,0.0,1.2048676244742325,3661.6751539707184
SF-SFD average,1.2393116452344766,0.0,0.0,1.2393116452344766,
LHS,1.508303298002792,1.024385953170964,5.112487545582311,4471.049196392521,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458675,5792.622361555015,
Random best,1.4570498882596308,1.1292969452746373,4.992539387593529,4218.118612083414,
Random average,1.598955621949556,1.1457372549958424,5.020323576714338,4611.353405310913,
