Dimension: 30

Sample seed: 6

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.5508170410378384,0.0,0.0,3.5508170410378384,374.2634449005127
SF-SFD average,3.6504189272066037,0.0,0.0,3.6504189272066037,
LHS,7.244705690205601,1.4304795623521265,1.3940864568546463,8754.374052301062,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.7741612351872345,1.3836567240735114,1.4117914092838078,8279.998951945241,
Random average,7.94756145424576,1.3263598065347284,1.4155281549428558,9848.889580971081,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.4666443366592556,0.0,0.0,2.4666443366592556,529.6237807273865
SF-SFD average,2.529932720279177,0.0,0.0,2.529932720279177,
LHS,3.764050324025515,1.2999425790716603,2.789716421907557,6627.05341738363,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863026,14445.464516061958,
Random best,3.518265042047183,1.2296703094836494,2.6378371660317823,6300.793031315844,
Random average,3.9787628839561724,1.2442502899900156,2.623526345705224,7099.931451357352,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.793823326094218,0.0,0.0,1.793823326094218,893.8210785388947
SF-SFD average,1.8465607460505067,0.0,0.0,1.8465607460505067,
LHS,2.4739654360123957,1.2251641418486534,3.6813290763268287,5427.342560006257,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264977,9270.78533455378,
Random best,2.4046857767605747,1.2551881236481024,3.5730034429355935,5239.20831572682,
Random average,2.649352157594136,1.1845793354710532,3.5489848758722773,5868.2092292917105,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4591274700070418,0.0,0.0,1.4591274700070418,1396.9933197498322
SF-SFD average,1.4947570815203262,0.0,0.0,1.4947570815203262,
LHS,1.8499614906437714,1.241291281932577,4.2733922478587365,4668.301542363883,
Sobol,2.767349165009117,1.1453342159861435,5.37492912273001,7128.279685265719,
Random best,1.8714652485341663,1.232995991192498,4.424451773852751,4730.613801151246,
Random average,1.9874143181589778,1.16589630401789,4.331257233943135,5103.605634029764,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.211115092959016,0.0,0.0,1.211115092959016,1285.7905530929565
SF-SFD average,1.2412374478748152,0.0,0.0,1.2412374478748152,
LHS,1.4892327961108016,1.1944242577123365,5.056384929166298,4246.301552811397,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458674,5792.622361555015,
Random best,1.4891517208294491,1.2345620582665922,4.906603826638476,4207.223129019828,
Random average,1.5927375556865977,1.1472679484601906,5.027751180225617,4591.213805604861,
