Dimension: 10

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.05299973310146333,0.0,0.0,0.05299973310146333,77.72914624214172
SF-SFD average,0.06671288853031575,0.0,0.0,0.06671288853031575,
LHS,0.034453223467067584,0.40905521940414885,2.3472355640339004,9.263086165980024,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637203,6.190680481952726,
Random best,0.051773914799897014,0.4411482305056817,2.3367444455152016,13.759143534663854,
Random average,0.0698406652840677,0.4152532218669105,2.1793136396533193,18.76987968292934,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.027206251594549258,0.0,0.0,0.027206251594549258,141.76784086227417
SF-SFD average,0.03404073681125872,0.0,0.0,0.03404073681125872,
LHS,0.016473697721309577,0.32512637855937215,3.418613320556906,6.450023618658895,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760244,3.8654349180136167,
Random best,0.025546019946439458,0.37736821637941287,3.312437240565829,9.82553146615497,
Random average,0.035009128369710193,0.3562405224286052,3.386255860491941,13.560137550078325,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.017026531700794933,0.0,0.0,0.017026531700794933,201.29298448562622
SF-SFD average,0.022602306042626634,0.0,0.0,0.022602306042626634,
LHS,0.012576385195186113,0.2758880204354589,4.4058668930741804,6.127470194018565,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044495,2.7374715421183766,
Random best,0.017570641747657323,0.31315507130800885,4.358012334163918,8.45263828510144,
Random average,0.023405475284033705,0.3271953630738056,4.279232144858021,11.207499479387257,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.01358063130804199,0.0,0.0,0.01358063130804199,275.3954005241394
SF-SFD average,0.01683836692487009,0.0,0.0,0.01683836692487009,
LHS,0.00946639479327116,0.2667098379102965,5.082939139539584,5.342791279860601,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508439,2.0032983682068672,
Random best,0.013311186527823704,0.3249810730081362,5.15950268672951,7.358693837720484,
Random average,0.0171826668265238,0.3084885669533271,5.065411958474182,9.561499504041045,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.009580145747438706,0.0,0.0,0.009580145747438706,392.11787247657776
SF-SFD average,0.013628971205795006,0.0,0.0,0.013628971205795006,
LHS,0.007720235640560347,0.32414628686795144,5.779856401813342,4.772815474244193,
Sobol,0.00254276000924758,0.3443265761099846,6.3577632622380875,1.5566704365047768,
Random best,0.010805405092662479,0.31315507130800885,5.802994132907707,6.705291286540359,
Random average,0.01388346705116591,0.2926710182650375,5.769927002695424,8.680575547649266,
