Dimension: 30

Sample seed: 1

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.516268963353986,0.0,0.0,3.516268963353986,1009.7930438518524
SF-SFD average,3.5880055438272898,0.0,0.0,3.5880055438272898,
LHS,7.105264869034555,1.3183540701140437,1.528575180065219,8819.795861015598,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.649880955424075,1.4044246011634,1.1705491080766224,8093.389756892443,
Random average,8.066731261427487,1.3129715414956757,1.407313894470214,10030.359657158302,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.347819761802434,0.0,0.0,2.347819761802434,2149.2035920619965
SF-SFD average,2.4172621010642477,0.0,0.0,2.4172621010642477,
LHS,3.6070839190565422,1.2216314538891258,2.674816230915384,6471.515229312292,
Sobol,8.050363747914568,1.2144229074119424,3.3235044018630258,14445.464516061958,
Random best,3.5744761831442204,1.2817603114621696,2.6838212002883064,6322.266403078571,
Random average,3.9674335822713305,1.2280334978026852,2.6274511336156494,7107.660799495704,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8147854537007522,0.0,0.0,1.8147854537007522,3275.220483779907
SF-SFD average,1.8754022335660332,0.0,0.0,1.8754022335660332,
LHS,2.5264118993505615,1.1807956801769552,3.5918600027040846,5601.202435381008,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.3895097885859986,1.2709632536636417,3.57064945304908,5186.715173176733,
Random average,2.6471864407595986,1.1989309877878656,3.560647919799237,5844.3968715573565,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4646346284244718,0.0,0.0,1.4646346284244718,3028.8313448429108
SF-SFD average,1.4976379606043633,0.0,0.0,1.4976379606043633,
LHS,1.9071169843705373,1.1686279208416384,4.195339306040069,4895.726757005284,
Sobol,2.767349165009117,1.1453342159861435,5.374929122730013,7128.279685265719,
Random best,1.881270893645425,1.2313776515674884,4.423542721974168,4757.22062424791,
Random average,1.987313793541472,1.1620038996069935,4.3345715712576665,5107.958084624938,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2123602951372163,0.0,0.0,1.2123602951372163,3091.938670873642
SF-SFD average,1.2393299900209984,0.0,0.0,1.2393299900209984,
LHS,1.4713550238846373,1.2441522812602184,5.006868692743153,4146.922100750227,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458675,5792.622361555015,
Random best,1.4450137662994411,1.181990627465324,5.041934347894146,4132.269603458933,
Random average,1.5952135661544165,1.1445480113058704,5.013984694380092,4601.763655550943,
