Dimension: 5

Sample seed: 7

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.008856103665484616,0.0,0.0,0.008856103665484616,37.94149875640869
SF-SFD average,0.013919722415818039,0.0,0.0,0.013919722415818039,
LHS,0.0041475066765117585,0.14594555030479003,2.5938908932560283,0.4109539232044773,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766012,0.16460393682354937,
Random best,0.007305418801067498,0.11380545664590698,2.5891776292061213,0.735058173294242,
Random average,0.01499516510219308,0.1199410185395288,2.5206796412844343,1.5068396608026102,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.004085036936793074,0.0,0.0,0.004085036936793074,75.99770402908325
SF-SFD average,0.007059991868067542,0.0,0.0,0.007059991868067542,
LHS,0.00196831912677653,0.06913107483458876,3.784319102171139,0.28545586934370426,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.0042318403664363125,0.10337834490814503,3.5598630362568136,0.6060496757056565,
Random average,0.0077212436944080354,0.08999712351661819,3.71896823027433,1.1099768090477395,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.0027604016036297807,0.0,0.0,0.0027604016036297807,127.9535391330719
SF-SFD average,0.004659629917906491,0.0,0.0,0.004659629917906491,
LHS,0.0010467074330806625,0.1297235422771009,4.768299913422049,0.18042210849300405,
Sobol,0.00028543108358913827,0.14101778911081794,4.9348706287218365,0.048836649547471155,
Random best,0.0028126489401452126,0.10889999727345405,4.868155580987182,0.4890149251524713,
Random average,0.0050397666175415546,0.07729652248230588,4.644664810079127,0.8917062670952389,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.0021835746416327684,0.0,0.0,0.0021835746416327684,155.4429862499237
SF-SFD average,0.0035438889369379073,0.0,0.0,0.0035438889369379073,
LHS,0.0011199385936220274,0.05605108564085484,5.2491018376343686,0.23133290152137678,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378698,0.03275554688059073,
Random best,0.002077991647558619,0.06626219173518326,5.657710176820921,0.42537412963079047,
Random average,0.0037713551142754607,0.06903568696032279,5.419758557526784,0.7727980884585414,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.0016176098796794047,0.0,0.0,0.0016176098796794047,217.51404643058777
SF-SFD average,0.0028948121491810647,0.0,0.0,0.0028948121491810647,
LHS,0.0008690791435019829,0.08240061998745112,6.064576998342714,0.19791213351861422,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361541,0.02190379752110318,
Random best,0.0016817437856924133,0.07412856984488873,6.263517367040087,0.383724873597806,
Random average,0.0030406190404498857,0.0632732727486431,6.101868754432247,0.6983747880819378,
