Dimension: 25

Sample seed: 4

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.528575595662371,0.0,0.0,1.528575595662371,579.5534403324127
SF-SFD average,1.5948288421493986,0.0,0.0,1.5948288421493986,
LHS,2.1796250615304587,1.1814760061305627,1.6786174657395863,2066.7665985378903,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270887,4350.966687269746,
Random best,2.156159618293305,1.0541822801826375,1.4199468478774786,2114.8725651457657,
Random average,2.5883798739701684,1.1240388696709196,1.5774015192813897,2491.784171482567,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9706678020012971,0.0,0.0,0.9706678020012971,1321.522766828537
SF-SFD average,1.007370296713452,0.0,0.0,1.007370296713452,
LHS,1.1563754564872877,1.056705660825523,2.8478171620292967,1599.1924416379861,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787617,2161.252495437795,
Random best,1.1798216519062166,1.1123767642579905,2.8888517883465603,1608.3937653045589,
Random average,1.2860900572867286,1.0455112825730462,2.8000714496393573,1783.7336462182766,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.7132444600166545,0.0,0.0,0.7132444600166545,1848.0713710784912
SF-SFD average,0.7393494574675888,0.0,0.0,0.7393494574675888,
LHS,0.7561876260286162,0.9617935557820592,3.6747035347666945,1311.0444342700605,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355796,1487.1291649464479,
Random best,0.7916031977565616,0.9860335809919132,3.6818976013492763,1364.1851723904651,
Random average,0.8619839257943929,1.0074641139176248,3.7077138608525932,1477.1335004893385,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5443595106552594,0.0,0.0,0.5443595106552594,2450.7013709545135
SF-SFD average,0.5658580321700738,0.0,0.0,0.5658580321700738,
LHS,0.5679074909426811,0.9848485038967774,4.504269304773415,1129.8465151832734,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712296,1168.8670489421609,
Random best,0.5950024125841873,0.9860335809919132,4.414969960034986,1183.6154919256478,
Random average,0.647483747799834,0.976458248036784,4.49353895257568,1290.8822508631094,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.43814280173096964,0.0,0.0,0.43814280173096964,5833.70591711998
SF-SFD average,0.4645712753505507,0.0,0.0,0.4645712753505507,
LHS,0.45920467214275273,0.9483315544486215,5.138102172768109,1030.5166478970832,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403594,996.1446887829223,
Random best,0.4735182324266285,0.9860335809919132,5.138535250220731,1052.7491901221517,
Random average,0.51687563385395,0.9550791632919307,5.170024319983648,1157.9538660793514,
