Dimension: 25

Sample seed: 10

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5588328745263675,1.0397991879098107,1.3058280548364907,1535.261547043029,164.01420640945435
SF-SFD average,1.6107453127641516,0.9586007237169694,1.3215156522729616,1618.7998437914177,
LHS,2.338937189683488,1.1446135413729739,1.4367948449740828,2241.420384931453,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.1003179232157105,1.0590734579044545,1.4529743037177554,2057.2731056640905,
Random average,2.5978930641782205,1.1321982541001854,1.5597451071142379,2495.692110291069,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9815873122475898,1.058860491865969,2.7242685322643365,1357.2079067787522,348.50233721733093
SF-SFD average,1.0121108950608482,0.9776612229301032,2.5560438098698732,1428.8922633471464,
LHS,1.135431759328334,1.0899028360214562,2.7065423398853006,1557.636684293923,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.138573080795469,1.0014437955744127,2.633773683975077,1597.6136522449417,
Random average,1.2983852095648212,1.0563417819936152,2.774948875190386,1796.1084521044284,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6901188258818927,1.037014789680477,3.720794372067663,1174.0836172813845,563.5967128276825
SF-SFD average,0.7234798533643204,0.969615979183717,3.534318338409954,1252.3113955378444,
LHS,0.7638475360600712,1.0371599918996024,3.7453859535025495,1299.3945589357957,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.7886967814374604,1.0378155840342516,3.635196217746052,1341.7884302511015,
Random average,0.8594732344087741,1.0056804938310067,3.709187531033474,1473.6269780599907,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5358270121364868,0.9895045862173462,4.297762074765067,1065.230289894325,1110.769401550293
SF-SFD average,0.5568627861352232,0.9395202596353053,4.264749099321619,1120.863084024032,
LHS,0.5785519881252537,0.8388627983018206,4.446254994873961,1193.0130341116162,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.5931099206462376,0.9731628825943236,4.364940166117123,1183.7534859911855,
Random average,0.643386049467065,0.9846136694140771,4.477319288461973,1280.014890631781,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4572414201945634,1.0294980545122063,4.91014608169041,1005.9687641560606,1052.5740489959717
SF-SFD average,0.4697142398046757,0.9444467820115384,5.003663055070734,1055.3708191001172,
LHS,0.46951636380417394,0.9226929257268272,5.296418949737345,1060.0218450634056,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.4748740014987263,0.9731628825943236,5.048539269949265,1059.3207800325479,
Random average,0.5144819318167448,0.9646237520673915,5.1637469660534885,1149.8094374175002,
