Dimension: 25

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5770580075694607,0.0,0.0,1.5770580075694607,710.456789970398
SF-SFD average,1.643556301390993,0.0,0.0,1.643556301390993,
LHS,2.227377938648413,1.1788834300993303,1.6456675324720635,2113.761294402288,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270887,4350.966687269746,
Random best,2.2565687358219844,1.1328679207328995,1.5471945964055114,2168.110821566046,
Random average,2.6111756205591057,1.121447341526615,1.5567529267970333,2515.4748346696497,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9583666137206848,0.0,0.0,0.9583666137206848,1572.337730884552
SF-SFD average,0.9899282064601826,0.0,0.0,0.9899282064601826,
LHS,1.1536593334711096,1.1036083959488237,2.817911149540826,1576.5940492343977,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787617,2161.252495437795,
Random best,1.1422523112448886,1.1128466560264294,2.7042825607246925,1557.8085949351062,
Random average,1.302856146589551,1.0476929892555664,2.7730166181252316,1805.8827660284069,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6746533374272987,0.0,0.0,0.6746533374272987,2278.2809817790985
SF-SFD average,0.710331832383564,0.0,0.0,0.710331832383564,
LHS,0.7602305791669703,1.110635600230724,3.8308732702127637,1269.010732217543,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355796,1487.1291649464479,
Random best,0.8016229669126531,1.0846524968935896,3.737231985737105,1347.3379335460563,
Random average,0.8711667794313352,1.0078173078294734,3.706854740079387,1493.0039357309993,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5398222217732362,0.0,0.0,0.5398222217732362,3724.195773601532
SF-SFD average,0.5684263691597402,0.0,0.0,0.5684263691597402,
LHS,0.5821089869420426,1.0217317927464908,4.421673590375444,1147.6531895899057,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712296,1168.8670489421609,
Random best,0.5847577052829269,0.9974055063326088,4.315315421577362,1160.1737828920402,
Random average,0.6501132750264818,0.9802890562796087,4.480531660532132,1294.9869939533353,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4387242790033916,0.0,0.0,0.4387242790033916,4666.217173099518
SF-SFD average,0.45733694965762883,0.0,0.0,0.45733694965762883,
LHS,0.45452065630658733,0.9841098136103011,5.306753355710274,1010.6900953889672,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403594,996.1446887829223,
Random best,0.4775869737430396,0.9974055063326088,4.904348259485702,1059.2345260574875,
Random average,0.5212638223088486,0.9564402142214056,5.180059978203006,1167.4652143470487,
