Dimension: 30

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.7851275385543524,0.0,0.0,3.7851275385543524,258.8820526599884
SF-SFD average,3.8928253543282083,0.0,0.0,3.8928253543282083,
LHS,7.52537554657494,1.3835353369719514,1.4464776685949081,9197.405927971711,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.720867903485333,1.350547491720768,1.429499947850786,8280.810505020048,
Random average,7.876361243278206,1.3321032466303107,1.412987753697005,9748.587363630077,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.3389647491806276,0.0,0.0,2.3389647491806276,437.8621644973755
SF-SFD average,2.410012352707975,0.0,0.0,2.410012352707975,
LHS,3.769952785294967,1.3464033798368222,2.5053078994260662,6568.05113926602,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863026,14445.464516061958,
Random best,3.4028491910765624,1.194237767568878,2.6171460153451447,6145.234717255902,
Random average,3.954244191657314,1.2458267066757822,2.625447260405954,7054.387637251895,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8288393912546503,0.0,0.0,1.8288393912546503,794.4703538417816
SF-SFD average,1.8843109471815453,0.0,0.0,1.8843109471815453,
LHS,2.544304664369818,1.2333335297975243,3.4906535010599704,5572.98651105012,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264977,9270.78533455378,
Random best,2.3852257827821326,1.195914987208912,3.576673975526636,5269.730332761775,
Random average,2.640501874534733,1.199345835487177,3.556061665687362,5828.901854728256,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4264516451392222,0.0,0.0,1.4264516451392222,1231.6117203235626
SF-SFD average,1.4666383774723497,0.0,0.0,1.4666383774723497,
LHS,1.9061228927022515,1.062283056074921,4.309115547876684,5012.990773117198,
Sobol,2.767349165009117,1.1453342159861435,5.37492912273001,7128.279685265719,
Random best,1.8178096424967656,1.2800769502297278,4.43677146837224,4543.919476625681,
Random average,1.9780469468969542,1.170864010456033,4.335398267968509,5074.1016737057635,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2442547045212695,0.0,0.0,1.2442547045212695,1611.0407583713531
SF-SFD average,1.2742085701387205,0.0,0.0,1.2742085701387205,
LHS,1.4952236968935484,1.0461101513904134,5.2199045567424855,4409.941885222777,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458674,5792.622361555015,
Random best,1.4995263744123761,1.2519311612864295,4.981522007908988,4218.715412914084,
Random average,1.5854239013377254,1.1532002720199834,5.005406405012951,4564.30107172544,
