Dimension: 5

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.007704502690788262,0.0,0.0,0.007704502690788262,65.04797029495239
SF-SFD average,0.014437339299324234,0.0,0.0,0.014437339299324234,
LHS,0.00385461233441875,0.1381845978114398,2.6336756138042263,0.38302906821661953,
Sobol,0.0017136747534114427,0.20085875206535064,2.8042646847660126,0.16460393682354937,
Random best,0.006812906584814371,0.12525045683701475,2.5054267399428394,0.683010081952783,
Random average,0.014997250607334624,0.11737321398234442,2.5012983003893985,1.510595999835279,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.004318685570400493,0.0,0.0,0.004318685570400493,129.21174478530884
SF-SFD average,0.0069365189765143295,0.0,0.0,0.0069365189765143295,
LHS,0.0019695893467936987,0.10426595463320791,3.851159130005165,0.2807280470029178,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.004336691343641785,0.12525045683701475,3.84787962144401,0.6120596550541356,
Random average,0.007817239537920824,0.08889806986284671,3.719922700915222,1.12463984206989,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.003051186304016351,0.0,0.0,0.003051186304016351,204.98769211769104
SF-SFD average,0.004550249680416646,0.0,0.0,0.004550249680416646,
LHS,0.001495675573451205,0.055619624915957476,4.56073493136547,0.2675582916266535,
Sobol,0.00028543108358913827,0.14101778911081794,4.934870628721835,0.048836649547471155,
Random best,0.002732050889554305,0.08643178737901279,4.791529426982906,0.48046915145991964,
Random average,0.005517994608864813,0.07735374352768119,4.637806252148066,0.9765247837178131,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.002045029561151601,0.0,0.0,0.002045029561151601,312.72571325302124
SF-SFD average,0.003591699230887461,0.0,0.0,0.003591699230887461,
LHS,0.001062465363580234,0.08866522949273163,5.430593435734467,0.2157639823385868,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378698,0.03275554688059073,
Random best,0.0019900529691567748,0.08615716908970401,5.7316835976221645,0.40332099510303066,
Random average,0.004009003999875904,0.06960727219766531,5.397165531634273,0.8213947174897638,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.0015882791288208686,0.0,0.0,0.0015882791288208686,385.1072578430176
SF-SFD average,0.0028396599137182027,0.0,0.0,0.0028396599137182027,
LHS,0.0007951012067630714,0.0580075904362207,6.173925639285052,0.18292684460600186,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361541,0.02190379752110318,
Random best,0.0016451610727861166,0.0654951863137412,6.137134190588037,0.37732808793184625,
Random average,0.0032644585425264895,0.06457657627727052,6.077699400886703,0.749126042718719,
