Dimension: 10

Sample seed: 8

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.04834132650950318,0.0,0.0,0.04834132650950318,82.079176902771
SF-SFD average,0.06647096006425249,0.0,0.0,0.06647096006425249,
LHS,0.037420425570545035,0.4225260354153526,2.122921315886263,10.034619610352944,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637203,6.190680481952726,
Random best,0.051712560114689055,0.47483626379440025,2.343514840730022,13.57175873237561,
Random average,0.07101488821970195,0.4163276206481348,2.1682444642114245,19.078304437442654,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.024246849416307725,0.0,0.0,0.024246849416307725,133.64321899414062
SF-SFD average,0.033257970276727895,0.0,0.0,0.033257970276727895,
LHS,0.018543978696416108,0.2811528800102527,3.466596580271274,7.370580204033611,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760244,3.8654349180136167,
Random best,0.025389938272352808,0.35885597857157786,3.5039498479187428,9.816782169586146,
Random average,0.03491434578251787,0.3569725440155633,3.3552532038652925,13.522594638316697,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.01647772557768734,0.0,0.0,0.01647772557768734,211.48290061950684
SF-SFD average,0.023068010921659145,0.0,0.0,0.023068010921659145,
LHS,0.012655974836874861,0.3195814427296508,4.1895760335190735,6.080686328512399,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044495,2.7374715421183766,
Random best,0.01627296971595449,0.3953259197430962,4.414549004297999,7.600050570664098,
Random average,0.02328845942186687,0.3262603317082125,4.307820727325556,11.156176205333615,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.012957758636152672,0.0,0.0,0.012957758636152672,270.8885073661804
SF-SFD average,0.01696211439714216,0.0,0.0,0.01696211439714216,
LHS,0.008602628321336958,0.3198275684381409,5.135897193954407,4.764922592118753,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508439,2.0032983682068672,
Random best,0.012785955373809887,0.2721939936064991,5.183749359109073,7.198943758849081,
Random average,0.017426328733699512,0.30286914059629405,5.08598181314204,9.712317091532332,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.010428763074251446,0.0,0.0,0.010428763074251446,377.5010914802551
SF-SFD average,0.013498894864480773,0.0,0.0,0.013498894864480773,
LHS,0.0072077841080111504,0.2916967119842528,5.717781084535744,4.508238743357463,
Sobol,0.00254276000924758,0.3443265761099846,6.3577632622380875,1.5566704365047768,
Random best,0.009658771469521543,0.30057574483101523,5.966039675981954,6.015704774111617,
Random average,0.01374428200565687,0.28442718243240556,5.75540385898075,8.617936450571273,
