Dimension: 30

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.588951593720462,0.0,0.0,3.588951593720462,754.3711695671082
SF-SFD average,3.660780837820988,0.0,0.0,3.660780837820988,
LHS,7.659386720039661,1.3652450498125492,1.3942504331019654,9404.662443825397,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,7.163924205476066,1.4420769628053514,1.376779227069077,8632.450400913007,
Random average,8.100578644837077,1.3379360651345726,1.4140468923318448,10011.099346756046,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.33785070775383,0.0,0.0,2.33785070775383,1932.237097978592
SF-SFD average,2.4098047694845275,0.0,0.0,2.4098047694845275,
LHS,3.7754228128370517,1.1858760944337838,2.6807754007375495,6830.348643224719,
Sobol,8.050363747914568,1.2144229074119424,3.3235044018630258,14445.464516061958,
Random best,3.7569243185855274,1.3238876412722906,2.5699933848751253,6580.020012838376,
Random average,4.047725676449227,1.2600532866515195,2.6195092448115895,7196.033572434815,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8881179285149674,0.0,0.0,1.8881179285149674,3425.919367313385
SF-SFD average,1.9175326238073633,0.0,0.0,1.9175326238073633,
LHS,2.45128537794003,1.2745511922556696,3.5790446292361664,5316.181306046535,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4723232046299817,1.271495101364772,3.5985394972849907,5365.502996123609,
Random average,2.688728096138034,1.2042572014107806,3.562156533328073,5928.033876267241,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.438019422139451,0.0,0.0,1.438019422139451,2117.291803598404
SF-SFD average,1.4696533725534644,0.0,0.0,1.4696533725534644,
LHS,1.8841987343905764,1.1126875535600673,4.3783277388947734,4898.18834414681,
Sobol,2.767349165009117,1.1453342159861435,5.374929122730013,7128.279685265719,
Random best,1.890515583884202,1.2150043122343483,4.359808012842719,4799.546989248304,
Random average,2.0181117038769787,1.1808431341509482,4.3351317041298785,5164.795042781696,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2391427979670322,0.0,0.0,1.2391427979670322,2924.7183136940002
SF-SFD average,1.263007548112826,0.0,0.0,1.263007548112826,
LHS,1.5139871490240875,1.186146744416937,4.843526635465769,4326.610755313929,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458675,5792.622361555015,
Random best,1.5222496710692894,1.2480937344952834,5.096776761341593,4285.791872163959,
Random average,1.6098144730306574,1.1445941135467688,5.034633133972942,4643.993387214248,
